Publication,Publication date,News url,Article #,Sentence #,Sentence,Word,Pos,Chunk,NER_tag,Mapping,Target,Opinion,Aspect,Sentiment,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
Financial Times,1/3/2011,https://www.ft.com/content/000ba22e-1e88-11e0-87d2-00144feab49a,1,11,"Expedia said: ""American Airlines' direct connect model is of questionable, if any, benefit to travellers, would be costly to build and maintain and would compromise travel agents' ability to provide travellers with the best selection,"".","['The', 'Hong', 'Kong', 'government', 'faces', 'a', 'quandary', ':', 'property', 'prices', 'have', 'risen', 'about', '50', 'per', 'cent', 'across', 'the', 'board', 'since', 'the', 'end', 'of', '2008', ',', 'pricing', 'middle-class', 'first-time', 'buyers', 'out', 'of', 'the', 'market', '.']","['DT', 'NNP', 'NNP', 'NN', 'VBZ', 'DT', 'NN', ':', 'NN', 'NNS', 'VBP', 'VBN', 'IN', 'CD', 'NN', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'CD', ',', 'VBG', 'JJ', 'JJ', 'NNS', 'IN', 'IN', 'DT', 'NN', '.']","['B-NP', 'I-NP', 'I-NP', 'I-NP', 'B-VP', 'B-NP', 'I-NP', 'O', 'B-NP', 'I-NP', 'B-VP', 'I-VP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'O', 'B-VP', 'B-NP', 'I-NP', 'I-NP', 'B-PP', 'B-PP', 'B-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[['Expedia', ['002MY0-E']], [""American Airlines '"", ['0D665Z-E']]]",[nan],[nan],[nan],[nan],0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financial Times,1/3/2011,https://www.ft.com/content/000ba22e-1e88-11e0-87d2-00144feab49a,1,12,"While Expedia and Orbitz have diversified away from air travel into hotel bookings and package deals, airlines remain dependent on third party sites for substantial sales.","['The', 'government', 'began', 'taking', 'steps', 'in', 'October', 'to', 'cool', 'the', 'market', ',', 'announcing', 'that', 'property', 'purchases', 'would', 'no', 'longer', 'be', 'taken', 'into', 'account', 'in', 'determining', 'eligibility', 'for', 'permanent', 'residency', '.']","['DT', 'NN', 'VBD', 'VBG', 'NNS', 'IN', 'NNP', 'TO', 'VB', 'DT', 'NN', ',', 'VBG', 'IN', 'NN', 'NNS', 'MD', 'RB', 'RB', 'VB', 'VBN', 'IN', 'NN', 'IN', 'VBG', 'NN', 'IN', 'JJ', 'NN', '.']","['B-NP', 'I-NP', 'B-VP', 'I-VP', 'B-NP', 'B-PP', 'B-NP', 'B-VP', 'I-VP', 'B-NP', 'I-NP', 'O', 'B-VP', 'B-SBAR', 'B-NP', 'I-NP', 'B-VP', 'I-VP', 'I-VP', 'I-VP', 'I-VP', 'B-PP', 'B-NP', 'B-PP', 'B-VP', 'B-NP', 'B-PP', 'B-NP', 'I-NP', 'O']","['O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[['Expedia', ['002MY0-E']], ['Orbitz', -1]]",[nan],[nan],[nan],[nan],0.005847953216374269,0.0,0.0,0.011695906432748536,0.0,0.0,0.005847953216374269,0.0,0.005847953216374269,0.011695906432748536
Financial Times,1/3/2011,https://www.ft.com/content/000ba22e-1e88-11e0-87d2-00144feab49a,1,13,Orbitz estimates that it booked $800m of tickets for American in the four quarters.,"['The', 'following', 'month', 'the', 'government', 'dramatically', 'raised', 'the', 'stamp', 'duty', 'on', 'short-term', 'sales', 'of', 'properties', 'held', 'for', 'less', 'than', '12', 'months', '.']","['DT', 'JJ', 'NN', 'DT', 'NN', 'RB', 'VBD', 'DT', 'NN', 'NN', 'IN', 'JJ', 'NNS', 'IN', 'NNS', 'VBN', 'IN', 'JJR', 'IN', 'CD', 'NNS', '.']","['B-NP', 'I-NP', 'I-NP', 'B-NP', 'I-NP', 'B-ADVP', 'B-VP', 'B-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'B-VP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'O']","['O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[['Orbitz', -1]]",[nan],[nan],[nan],[nan],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financial Times,1/3/2011,https://www.ft.com/content/000ba22e-1e88-11e0-87d2-00144feab49a,1,14,"Conversely, Orbitz says that American represents only about 5 per cent, or $30m, of its annual revenues.","['Academics', 'in', 'Hong', 'Kong', 'and', 'mainland', 'China', 'say', 'they', 'are', 'surprised', 'by', 'the', 'volume', 'of', 'money', 'crossing', 'the', 'border', 'into', 'Hong', 'Kong', ',', 'given', 'that', 'the', 'mainland', 'has', 'capital', 'controls', '.']","['NNS', 'IN', 'NNP', 'NNP', 'CC', 'NN', 'NNP', 'VBP', 'PRP', 'VBP', 'JJ', 'IN', 'DT', 'NN', 'IN', 'NN', 'VBG', 'DT', 'NN', 'IN', 'NNP', 'NNP', ',', 'VBN', 'IN', 'DT', 'NN', 'VBZ', 'NN', 'NNS', '.']","['B-NP', 'B-PP', 'B-NP', 'I-NP', 'O', 'B-NP', 'I-NP', 'B-VP', 'B-NP', 'B-VP', 'I-VP', 'B-PP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'B-VP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'O', 'B-PP', 'B-SBAR', 'B-NP', 'I-NP', 'B-VP', 'B-NP', 'I-NP', 'O']","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[['Orbitz', -1], ['American', ['0GT2WV-E']]]",[nan],[nan],[nan],[nan],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financial Times,1/3/2011,https://www.ft.com/content/000ba22e-1e88-11e0-87d2-00144feab49a,1,15,"Jake Fuller with Soleil Securities, estimates that Expedia has even less exposure to American than Orbitz, roughly 1 per cent of its $3bn annual revenues – although when commissions are included the total impact could be between $40m and $60m annually.","['""', 'There', 'are', 'huge', 'amounts', 'of', 'money', 'flowing', 'into', 'Hong', 'Kong', 'from', 'China', 'but', 'it', ""'s"", 'not', 'legal', ',""', 'says', 'Chen', 'Guanghan', ',', 'a', 'professor', 'of', 'economics', 'at', 'Zhongshan', 'University', 'in', 'Guangzhou', '.']","['``', 'EX', 'VBP', 'JJ', 'NNS', 'IN', 'NN', 'VBG', 'IN', 'NNP', 'NNP', 'IN', 'NNP', 'CC', 'PRP', 'VBZ', 'RB', 'JJ', 'NFP', 'VBZ', 'NNP', 'NNP', ',', 'DT', 'NN', 'IN', 'NN', 'IN', 'NNP', 'NNP', 'IN', 'NNP', '.']","['O', 'B-NP', 'B-VP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'B-VP', 'B-PP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'O', 'B-NP', 'B-VP', 'O', 'B-ADJP', 'O', 'B-VP', 'B-NP', 'I-NP', 'O', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'B-PP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'O']","['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[['Soleil Securities', -1], ['Expedia', ['002MY0-E']], ['Orbitz', -1]]",['Zhongshan University'],[' says Chen Guanghan'],['stock'],[0.09678250000000001],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financial Times,1/3/2011,https://www.ft.com/content/000ba22e-1e88-11e0-87d2-00144feab49a,1,16,"American said it had continued to see a year-on-year increase in its ticket sales since it removed its data from Orbitz, although analysts have said the carrier has offered substantial discounts to encourage Orbitz users to book on aa.com.","['Individuals', 'in', 'China', 'are', 'not', 'allowed', 'to', 'transfer', 'more', 'than', 'US', '$', '50,000', 'annually', 'out', 'of', 'the', 'country', ',', 'which', 'suggests', 'that', 'mainland', 'buyers', 'of', 'expensive', 'apartments', 'in', 'Hong', 'Kong', 'are', 'using', 'offshore', 'accounts', 'to', 'finance', 'their', 'purchases', 'and', 'alternative', 'routes', 'such', 'as', 'channelling', 'money', 'through', 'units', 'of', 'mainland', 'companies', 'with', 'operations', 'in', 'Hong', 'Kong', '.']","['NNS', 'IN', 'NNP', 'VBP', 'RB', 'VBN', 'TO', 'VB', 'JJR', 'IN', 'NNP', '$', 'CD', 'RB', 'IN', 'IN', 'DT', 'NN', ',', 'WDT', 'VBZ', 'IN', 'NN', 'NNS', 'IN', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'VBG', 'JJ', 'NNS', 'TO', 'VB', 'PRP$', 'NNS', 'CC', 'JJ', 'NNS', 'JJ', 'IN', 'VBG', 'NN', 'IN', 'NNS', 'IN', 'NN', 'NNS', 'IN', 'NNS', 'IN', 'NNP', 'NNP', '.']","['B-NP', 'B-PP', 'B-NP', 'B-VP', 'I-VP', 'I-VP', 'I-VP', 'I-VP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'I-NP', 'B-ADVP', 'B-PP', 'B-PP', 'B-NP', 'I-NP', 'O', 'B-NP', 'B-VP', 'B-SBAR', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'B-VP', 'I-VP', 'B-NP', 'I-NP', 'B-VP', 'I-VP', 'B-NP', 'I-NP', 'O', 'B-NP', 'I-NP', 'B-PP', 'I-PP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'B-PP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'B-PP', 'B-NP', 'I-NP', 'O']","['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O']","[['American', ['0GT2WV-E']], ['Orbitz', -1], ['Orbitz', -1]]",[nan],[nan],[nan],[nan],0.008368200836820083,0.0,0.0,0.0041841004184100415,0.0,0.0,0.0,0.0,0.0,0.0041841004184100415
Financial Times,1/3/2011,https://www.ft.com/content/0c8cb59e-27fa-11e0-8abc-00144feab49a,1,17,"Expedia shares have fallen 6 per cent to $25.09 since the spat with American became public, while Orbitz shares have dropped more than 10 per cent to $5.59 since the carrier pulled its inventory from the company's sites.","['It', 'is', 'not', 'just', 'big-spenders', ':', 'there', 'have', 'been', 'reports', 'of', 'a', 'tour', 'bus', 'of', 'mainland', 'Chinese', 'tourists', 'parking', 'by', 'a', 'major', 'bank', 'in', 'downtown', 'Hong', 'Kong', 'while', 'the', 'travellers', 'deposited', 'their', 'money', 'there', '.']","['PRP', 'VBZ', 'RB', 'RB', 'NNS', ':', 'EX', 'VBP', 'VBN', 'NNS', 'IN', 'DT', 'NN', 'NN', 'IN', 'NN', 'JJ', 'NNS', 'VBG', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NN', 'NNP', 'NNP', 'IN', 'DT', 'NNS', 'VBD', 'PRP$', 'NN', 'RB', '.']","['B-NP', 'B-VP', 'O', 'B-NP', 'I-NP', 'O', 'B-NP', 'B-VP', 'I-VP', 'B-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'B-VP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'B-SBAR', 'B-NP', 'I-NP', 'B-VP', 'B-NP', 'I-NP', 'B-ADVP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[['Expedia', ['002MY0-E']], ['Orbitz', -1]]",[nan],[nan],[nan],[nan],0.01818181818181818,0.004545454545454545,0.004545454545454545,0.013636363636363636,0.0,0.0,0.00909090909090909,0.0,0.0,0.00909090909090909
Financial Times,1/3/2011,https://www.ft.com/content/0c8cb59e-27fa-11e0-8abc-00144feab49a,1,18,"Shares in AMR Corp, American's parent corporation, are down about 2 per cent to $7.79 over the same period.","['A', 'senior', 'private', 'banker', 'likens', 'the', 'transferring', 'of', 'money', 'from', 'the', 'mainland', 'to', 'Hong', 'Kong', 'to', 'the', 'hawala', 'trade', 'in', 'Dubai', ',', 'where', 'money', 'bypasses', 'the', 'conventional', 'banking', 'system', 'using', 'trusted', 'intermediaries', '.']","['DT', 'JJ', 'JJ', 'NN', 'VBZ', 'DT', 'NN', 'IN', 'NN', 'IN', 'DT', 'NN', 'IN', 'NNP', 'NNP', 'IN', 'DT', 'NN', 'NN', 'IN', 'NNP', ',', 'WRB', 'NN', 'VBZ', 'DT', 'JJ', 'NN', 'NN', 'VBG', 'VBN', 'NNS', '.']","['B-NP', 'I-NP', 'I-NP', 'I-NP', 'B-VP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'B-PP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'O', 'B-ADVP', 'B-NP', 'B-VP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'B-VP', 'B-NP', 'I-NP', 'O']","['O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O']","[['AMR Corp', ['000C3S-E']], ['American', ['0GT2WV-E']]]",[nan],[nan],[nan],[nan],0.009345794392523364,0.0,0.0,0.009345794392523364,0.0,0.0,0.009345794392523364,0.0,0.0,0.009345794392523364
Financial Times,1/3/2011,https://www.ft.com/content/0c8cb59e-27fa-11e0-8abc-00144feab49a,1,19,"Tablets  galore, a fightback from notebook PCs and new takes on television are expected to be among the highlights of the world's biggest Consumer Electronics Show in Las Vegas this week.","['Hong', 'Kong', ""'s"", 'underground', 'financial', 'market', 'is', 'bigger', 'today', 'than', 'that', 'of', 'Dubai', ""'s"", ',', 'says', 'Thomas', 'Chan', ',', 'head', 'of', 'the', 'China', 'Business', 'Centre', 'at', 'Hong', 'Kong', 'Polytechnic', 'University', '.']","['NNP', 'NNP', 'POS', 'JJ', 'JJ', 'NN', 'VBZ', 'JJR', 'NN', 'IN', 'DT', 'IN', 'NNP', 'POS', ',', 'VBZ', 'NNP', 'NNP', ',', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', 'NNP', 'NNP', 'NNP', '.']","['B-NP', 'I-NP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'B-VP', 'B-ADJP', 'I-ADJP', 'B-PP', 'B-NP', 'B-PP', 'B-NP', 'B-NP', 'O', 'B-VP', 'B-NP', 'I-NP', 'O', 'B-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']","[['Tablets', ['000NB6-E']], ['Consumer Electronics Show', -1]]","['China Business Centre', 'Hong Kong Polytechnic University']","[' says Thomas Chan', ' says Thomas Chan']","['stock', 'stock']","[0.10315401, 0.10315401]",0.0053475935828877,0.0,0.0,0.0053475935828877,0.0,0.0,0.0,0.0,0.0053475935828877,0.0106951871657754
Financial Times,1/3/2011,https://www.ft.com/content/0c8cb59e-27fa-11e0-8abc-00144feab49a,1,20,"Steve Ballmer, Microsoft chief executive, is expected to unveil its latest take on slates (or tablets) when he delivers an annual eve-of-show address on Wednesday.","['""', 'It', 'is', 'capital', 'flight', 'but', 'it', 'can', 'go', 'back', 'in', 'again', ',""', 'says', 'Professor', 'Chan', '.']","['``', 'PRP', 'VBZ', 'NN', 'NN', 'CC', 'PRP', 'MD', 'VB', 'RB', 'RB', 'RB', 'NFP', 'VBZ', 'NNP', 'NNP', '.']","['O', 'B-NP', 'B-VP', 'B-NP', 'I-NP', 'O', 'B-NP', 'B-VP', 'I-VP', 'B-ADVP', 'B-PP', 'B-ADVP', 'O', 'B-VP', 'B-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[['Microsoft', ['000Q07-E']]]",[nan],[nan],[nan],[nan],0.012269938650306749,0.0,0.0,0.006134969325153374,0.0,0.0,0.0,0.0,0.006134969325153374,0.006134969325153374
Financial Times,1/3/2011,https://www.ft.com/content/0c8cb59e-27fa-11e0-8abc-00144feab49a,1,21,"He will be sandwiched by announcements and demonstrations of tablets running rival Android, webOS and QNX operating systems, from the likes of Toshiba, HP and Research in Motion.","['""', 'Mainland', 'Chinese', 'are', 'using', '[', 'Hong', 'Kong', ""'s"", 'capitalist', 'system', ']', 'for', 'investment', 'and', 'diversification', '.']","['``', 'NNP', 'NNPS', 'VBP', 'VBG', '``', 'NNP', 'NNP', 'POS', 'NN', 'NN', '-RRB-', 'IN', 'NN', 'CC', 'NN', '.']","['O', 'B-NP', 'I-NP', 'B-VP', 'I-VP', 'O', 'B-NP', 'I-NP', 'B-NP', 'I-NP', 'I-NP', 'O', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[['Android', ['001MF1-E']], ['webOS', -1], ['QNX', -1], ['Toshiba', ['05HNPP-E']], ['HP and Research in Motion', -1]]",[nan],[nan],[nan],[nan],0.0,0.0,0.0,0.005617977528089888,0.0,0.0,0.0,0.0,0.0,0.005617977528089888
Financial Times,1/3/2011,https://www.ft.com/content/0c8cb59e-27fa-11e0-8abc-00144feab49a,1,22,"Toshiba unveiled its first tablet for the US on Monday – it has a 10.1-inch high-resolution screen, front and rear cameras and greater connectivity than the Apple iPad, with USB ports and an SD memory card slot included.","['Hong', 'Kong', 'is', 'a', 'Casablanca', ':', 'all', 'kinds', 'of', 'people', 'from', 'different', 'countries', 'are', 'dealing', 'with', 'each', 'other', 'informally', 'here', '.', '""']","['NNP', 'NNP', 'VBZ', 'DT', 'NNP', ':', 'DT', 'NNS', 'IN', 'NNS', 'IN', 'JJ', 'NNS', 'VBP', 'VBG', 'IN', 'DT', 'JJ', 'RB', 'RB', '.', ""''""]","['B-NP', 'I-NP', 'B-VP', 'B-NP', 'I-NP', 'O', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'B-PP', 'B-NP', 'I-NP', 'B-VP', 'I-VP', 'B-PP', 'B-NP', 'I-NP', 'B-ADVP', 'B-ADVP', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-ORG', 'O']","[['Toshiba', ['05HNPP-E']], ['Apple', ['000C7F-E']], ['USB', ['000C7F-E']]]",[nan],[nan],[nan],[nan],0.004545454545454545,0.004545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financial Times,1/3/2011,https://www.ft.com/content/0c8cb59e-27fa-11e0-8abc-00144feab49a,1,23,"But, like many tablet makers, it is waiting for Google to release its next version of Android, code-named Honeycomb, which has been specially designed to accommodate tablets, in the first half of 2011.","['The', 'city', ""'s"", 'residents', 'have', 'increased', 'their', 'holding', 'of', 'renminbi', 'deposits', 'more', 'than', '200', 'per', 'cent', 'in', 'the', 'past', 'year', 'from', 'a', 'low', 'base', 'but', 'their', 'mainland', ""cousins'"", 'appetite', 'for', 'assets', 'in', 'Hong', 'Kong', ""'s"", 'free', 'economy', 'continues', 'unabated', '.']","['DT', 'NN', 'POS', 'NNS', 'VBP', 'VBN', 'PRP$', 'NN', 'IN', 'NN', 'NNS', 'JJR', 'IN', 'CD', 'NN', 'NN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NN', 'CC', 'PRP$', 'NN', 'NN', 'NN', 'IN', 'NNS', 'IN', 'NNP', 'NNP', 'POS', 'JJ', 'NN', 'VBZ', 'JJ', '.']","['B-NP', 'I-NP', 'B-NP', 'I-NP', 'B-VP', 'I-VP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'O', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'B-PP', 'B-NP', 'I-NP', 'B-NP', 'I-NP', 'I-NP', 'B-VP', 'B-ADJP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[['Google', ['003JLG-E']], ['Honeycomb', -1]]",[nan],[nan],[nan],[nan],0.0049751243781094535,0.0049751243781094535,0.0,0.0049751243781094535,0.0,0.0,0.0049751243781094535,0.0,0.0,0.0
Financial Times,1/3/2011,https://www.ft.com/content/0c8cb59e-27fa-11e0-8abc-00144feab49a,2,1,Apple  is expected to update the iPad in the meantime.,"['Expedia', 'became', 'the', 'second', 'large', 'travel', 'website', 'to', 'fall', 'out', 'with', 'American', 'Airlines', 'in', 'as', 'many', 'months', 'as', 'the', 'online', 'travel', 'company', ',', 'stopped', 'selling', 'the', 'carrier', ""'s"", 'tickets', 'on', 'Saturday', '.']","['NNP', 'VBD', 'DT', 'JJ', 'JJ', 'NN', 'NN', 'TO', 'VB', 'RP', 'IN', 'NNP', 'NNP', 'IN', 'RB', 'JJ', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'NN', ',', 'VBD', 'VBG', 'DT', 'NN', 'POS', 'NNS', 'IN', 'NNP', '.']","['B-NP', 'B-VP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'I-NP', 'B-VP', 'I-VP', 'B-PRT', 'B-PP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'O', 'B-VP', 'I-VP', 'B-NP', 'I-NP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'O']","['O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O']","[['Apple', ['000C7F-E']]]","['Expedia', 'American Airlines']","[' Expedia became the second large travel website', ' the second large travel website to fall out with American Airlines']","['stock', 'markets']","[0.14078087, -0.93034285]",0.018518518518518517,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.018518518518518517,0.018518518518518517
Financial Times,1/3/2011,https://www.ft.com/content/0c8cb59e-27fa-11e0-8abc-00144feab49a,2,2,Rivals to the iPad  have been handicapped by the lack of a mature operating system and HP has delayed its big splash on tablets while it readies ones based on the webOS operating system from last year's acquisition of Palm.,"['American', 'and', 'its', 'online', 'partners', 'have', 'struggled', 'for', 'months', 'to', 'agree', 'terms', 'as', 'their', 'contracts', 'expire', '.']","['NNP', 'CC', 'PRP$', 'JJ', 'NNS', 'VBP', 'VBN', 'IN', 'NNS', 'TO', 'VB', 'NNS', 'IN', 'PRP$', 'NNS', 'VBP', '.']","['B-NP', 'O', 'B-NP', 'I-NP', 'I-NP', 'B-VP', 'I-VP', 'B-PP', 'B-NP', 'B-VP', 'I-VP', 'B-NP', 'B-SBAR', 'B-NP', 'I-NP', 'B-VP', 'O']","['O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[['webOS', -1], ['Palm', ['000NB6-E']]]",[nan],[nan],[nan],[nan],0.0,0.01345291479820628,0.004484304932735426,0.0,0.004484304932735426,0.004484304932735426,0.0,0.008968609865470852,0.004484304932735426,0.01345291479820628
Financial Times,1/3/2011,https://www.ft.com/content/0c8cb59e-27fa-11e0-8abc-00144feab49a,2,3,"They should be on display this week, along with the BlackBerry Playbook from RIM.","['American', 'wants', 'to', 'pay', 'the', 'sites', 'less', 'and', 'has', 'pushed', 'them', 'to', 'connect', 'directly', 'with', 'its', 'own', 'computers', 'rather', 'than', 'using', 'intermediaries', 'called', 'global', 'distribution', 'systems', '.']","['NNP', 'VBZ', 'TO', 'VB', 'DT', 'NNS', 'RBR', 'CC', 'VBZ', 'VBN', 'PRP', 'TO', 'VB', 'RB', 'IN', 'PRP$', 'JJ', 'NNS', 'RB', 'IN', 'VBG', 'NNS', 'VBN', 'JJ', 'NN', 'NNS', '.']","['B-NP', 'B-VP', 'I-VP', 'I-VP', 'B-NP', 'I-NP', 'B-ADVP', 'O', 'B-VP', 'I-VP', 'B-NP', 'B-VP', 'I-VP', 'B-ADVP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'B-PP', 'I-PP', 'B-VP', 'B-NP', 'B-VP', 'B-NP', 'I-NP', 'I-NP', 'O']","['B-PER', 'I-PER', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[['the BlackBerry Playbook', -1], ['RIM', ['06H1CW-E']]]",[nan],[nan],[nan],[nan],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
